oid,x,y,d,theta,phi,true_d,,,
0,7862.1,6206.9,0.0061701,0.40143,-2.9496,0.0064187,,,
0,7862.1,7034.5,0.0016641,0.40143,-2.9496,0.0055331,,,
0,7862.1,7862.1,0.00088865,0.40143,-2.9496,0.0047701,,,
0,7862.1,8689.7,-0.0015388,0.40143,-2.9496,0.0041168,,,
0,7862.1,9517.2,-6.88E-05,0.40143,-2.9496,0.0035594,,,
0,7862.1,10345,0.0068534,0.40143,-2.9496,0.0030848,,,
0,7862.1,11172,0.013347,0.40143,-2.9496,0.0026806,,,
0,7862.1,12000,0.0075068,0.40143,-2.9496,0.0023363,,,
0,8689.7,-12000,0.0052958,0.40143,-2.9496,0.0053295,,,
0,8689.7,-11172,0.0086541,0.40143,-2.9496,0.0060213,,,
0,8689.7,-10345,0.010521,0.40143,-2.9496,0.0067987,,,
0,8689.7,-9517.2,0.01376,0.40143,-2.9496,0.0076624,,,
0,8689.7,-8689.7,0.012954,0.40143,-2.9496,0.0086066,,,
0,8689.7,-7862.1,0.02335,0.40143,-2.9496,0.0096162,,,
0,8689.7,-7034.5,0.017172,0.40143,-2.9496,0.010664,,,
0,8689.7,-6206.9,0.022112,0.40143,-2.9496,0.011708,,,
0,8689.7,-5379.3,0.019648,0.40143,-2.9496,0.012692,,,
0,8689.7,-4551.7,0.027104,0.40143,-2.9496,0.013546,,,
0,8689.7,-3724.1,0.029344,0.40143,-2.9496,0.014198,,,
0,8689.7,-2896.6,0.022149,0.40143,-2.9496,0.014583,,,
0,8689.7,-2069,0.020534,0.40143,-2.9496,0.014657,,,
0,8689.7,-1241.4,0.029863,0.40143,-2.9496,0.014406,,,
0,8689.7,-413.79,0.023954,0.40143,-2.9496,0.013853,,,
0,8689.7,413.79,0.026681,0.40143,-2.9496,0.013049,,,
0,8689.7,1241.4,0.022121,0.40143,-2.9496,0.012067,,,
0,8689.7,2069,0.015036,0.40143,-2.9496,0.010982,,,
0,8689.7,2896.6,0.013514,0.40143,-2.9496,0.0098636,,,
0,8689.7,3724.1,0.0086237,0.40143,-2.9496,0.0087665,,,
0,8689.7,4551.7,0.003107,0.40143,-2.9496,0.00773,,,
0,8689.7,5379.3,0.0061633,0.40143,-2.9496,0.0067777,,,
0,8689.7,6206.9,0.0026081,0.40143,-2.9496,0.0059208,,,
0,8689.7,7034.5,-0.0021404,0.40143,-2.9496,0.0051614,,,
0,8689.7,7862.1,0.0068036,0.40143,-2.9496,0.0044957,,,
0,8689.7,8689.7,0.010618,0.40143,-2.9496,0.0039167,,,
0,8689.7,9517.2,0.0050574,0.40143,-2.9496,0.0034155,,,
0,8689.7,10345,0.0015649,0.40143,-2.9496,0.0029832,,,
0,8689.7,11172,0.0073806,0.40143,-2.9496,0.0026107,,,
0,8689.7,12000,0.0062538,0.40143,-2.9496,0.00229,,,
0,9517.2,-12000,0.014502,0.40143,-2.9496,0.0049664,,,
0,9517.2,-11172,0.0076752,0.40143,-2.9496,0.0055605,,,
0,9517.2,-10345,0.0095552,0.40143,-2.9496,0.0062176,,,
0,9517.2,-9517.2,0.0083508,0.40143,-2.9496,0.0069348,,,
0,9517.2,-8689.7,0.016827,0.40143,-2.9496,0.0077045,,,
0,9517.2,-7862.1,0.016216,0.40143,-2.9496,0.0085116,,,
0,9517.2,-7034.5,0.01319,0.40143,-2.9496,0.0093327,,,
0,9517.2,-6206.9,0.016659,0.40143,-2.9496,0.010135,,,
0,9517.2,-5379.3,0.01969,0.40143,-2.9496,0.010875,,,
0,9517.2,-4551.7,0.012791,0.40143,-2.9496,0.011507,,,
0,9517.2,-3724.1,0.027314,0.40143,-2.9496,0.01198,,,
0,9517.2,-2896.6,0.020541,0.40143,-2.9496,0.012252,,,
0,9517.2,-2069,0.018477,0.40143,-2.9496,0.012297,,,
0,9517.2,-1241.4,0.025923,0.40143,-2.9496,0.012105,,,
0,9517.2,-413.79,0.021573,0.40143,-2.9496,0.011692,,,
0,9517.2,413.79,0.015811,0.40143,-2.9496,0.011091,,,
0,9517.2,1241.4,0.023377,0.40143,-2.9496,0.01035,,,
0,9517.2,2069,0.02119,0.40143,-2.9496,0.009519,,,
0,9517.2,2896.6,0.0056325,0.40143,-2.9496,0.0086482,,,
0,9517.2,3724.1,0.0025518,0.40143,-2.9496,0.0077786,,,
0,9517.2,4551.7,0.012808,0.40143,-2.9496,0.0069414,,,
0,9517.2,5379.3,-0.00034236,0.40143,-2.9496,0.0061577,,,
0,9517.2,6206.9,0.0017529,0.40143,-2.9496,0.0054395,,,
0,9517.2,7034.5,0.00012641,0.40143,-2.9496,0.0047919,,,
0,9517.2,7862.1,0.0071974,0.40143,-2.9496,0.004215,,,
0,9517.2,8689.7,0.0099371,0.40143,-2.9496,0.0037055,,,
0,9517.2,9517.2,0.0049575,0.40143,-2.9496,0.0032584,,,
0,9517.2,10345,0.0066406,0.40143,-2.9496,0.0028678,,,
0,9517.2,11172,0.0071987,0.40143,-2.9496,0.0025273,,,
0,9517.2,12000,0.01333,0.40143,-2.9496,0.002231,,,
0,10345,-12000,0.016809,0.40143,-2.9496,0.0046121,,,
0,10345,-11172,0.010251,0.40143,-2.9496,0.0051201,,,
0,10345,-10345,0.012248,0.40143,-2.9496,0.0056733,,,
0,10345,-9517.2,0.0075666,0.40143,-2.9496,0.0062675,,,
0,10345,-8689.7,0.0089203,0.40143,-2.9496,0.0068944,,,
0,10345,-7862.1,0.010022,0.40143,-2.9496,0.0075403,,,
0,10345,-7034.5,0.0092007,0.40143,-2.9496,0.0081857,,,
0,10345,-6206.9,0.01358,0.40143,-2.9496,0.0088049,,,
0,10345,-5379.3,0.0090075,0.40143,-2.9496,0.009367,,,
0,10345,-4551.7,0.0082941,0.40143,-2.9496,0.0098383,,,
0,10345,-3724.1,0.018763,0.40143,-2.9496,0.010185,,,
0,10345,-2896.6,0.018481,0.40143,-2.9496,0.010381,,,
0,10345,-2069,0.010286,0.40143,-2.9496,0.010406,,,
0,10345,-1241.4,0.019335,0.40143,-2.9496,0.010258,,,
0,10345,-413.79,0.017032,0.40143,-2.9496,0.0099445,,,
0,10345,413.79,0.008475,0.40143,-2.9496,0.009489,,,
0,10345,1241.4,0.014823,0.40143,-2.9496,0.0089228,,,
0,10345,2069,0.015555,0.40143,-2.9496,0.0082812,,,
0,10345,2896.6,0.0024574,0.40143,-2.9496,0.0075991,,,
0,10345,3724.1,-0.0031382,0.40143,-2.9496,0.0069071,,,
0,10345,4551.7,0.00068313,0.40143,-2.9496,0.0062298,,,
0,10345,5379.3,-0.0035729,0.40143,-2.9496,0.005585,,,
0,10345,6206.9,-0.00097863,0.40143,-2.9496,0.0049843,,,
0,10345,7034.5,0.0040301,0.40143,-2.9496,0.004434,,,
0,10345,7862.1,0.0016096,0.40143,-2.9496,0.0039363,,,
0,10345,8689.7,0.005911,0.40143,-2.9496,0.0034904,,,
0,10345,9517.2,0.0091398,0.40143,-2.9496,0.003094,,,
0,10345,10345,0.0081417,0.40143,-2.9496,0.0027433,,,
0,10345,11172,0.011438,0.40143,-2.9496,0.0024341,,,
0,10345,12000,0.0071504,0.40143,-2.9496,0.0021623,,,
0,11172,-12000,0.010296,0.40143,-2.9496,0.0042729,,,
0,11172,-11172,0.0037038,0.40143,-2.9496,0.004706,,,
0,11172,-10345,0.015595,0.40143,-2.9496,0.0051709,,,
0,11172,-9517.2,0.0048752,0.40143,-2.9496,0.0056628,,,
0,11172,-8689.7,0.0069274,0.40143,-2.9496,0.0061738,,,
0,11172,-7862.1,0.0057546,0.40143,-2.9496,0.0066921,,,
0,11172,-7034.5,0.0028727,0.40143,-2.9496,0.0072017,,,
0,11172,-6206.9,0.0089708,0.40143,-2.9496,0.0076831,,,
0,11172,-5379.3,0.0073227,0.40143,-2.9496,0.0081134,,,
0,11172,-4551.7,0.016711,0.40143,-2.9496,0.0084689,,,
0,11172,-3724.1,0.01606,0.40143,-2.9496,0.0087267,,,
0,11172,-2896.6,0.014135,0.40143,-2.9496,0.0088682,,,
0,11172,-2069,0.0087148,0.40143,-2.9496,0.0088819,,,
0,11172,-1241.4,0.0076902,0.40143,-2.9496,0.0087648,,,
0,11172,-413.79,0.012956,0.40143,-2.9496,0.0085237,,,
0,11172,413.79,0.017473,0.40143,-2.9496,0.0081737,,,
0,11172,1241.4,0.0093263,0.40143,-2.9496,0.0077362,,,
0,11172,2069,0.0037981,0.40143,-2.9496,0.0072359,,,
0,11172,2896.6,0.0036637,0.40143,-2.9496,0.0066975,,,
0,11172,3724.1,-0.0033311,0.40143,-2.9496,0.0061439,,,
0,11172,4551.7,0.0040656,0.40143,-2.9496,0.0055942,,,
0,11172,5379.3,-0.00093755,0.40143,-2.9496,0.005063,,,
0,11172,6206.9,-0.0031974,0.40143,-2.9496,0.0045608,,,
0,11172,7034.5,0.0013203,0.40143,-2.9496,0.0040939,,,
0,11172,7862.1,0.00086479,0.40143,-2.9496,0.0036656,,,
0,11172,8689.7,0.0052239,0.40143,-2.9496,0.0032769,,,
0,11172,9517.2,0.0060675,0.40143,-2.9496,0.0029269,,,
0,11172,10345,0.0066989,0.40143,-2.9496,0.0026136,,,
0,11172,11172,0.0079599,0.40143,-2.9496,0.0023345,,,
0,11172,12000,0.013715,0.40143,-2.9496,0.0020865,,,
0,12000,-12000,0.0073723,0.40143,-2.9496,0.0039526,,,
0,12000,-11172,0.0095924,0.40143,-2.9496,0.0043211,,,
0,12000,-10345,0.0093912,0.40143,-2.9496,0.0047116,,,
0,12000,-9517.2,-0.0061832,0.40143,-2.9496,0.0051193,,,
0,12000,-8689.7,0.0021296,0.40143,-2.9496,0.0055368,,,
0,12000,-7862.1,0.00024272,0.40143,-2.9496,0.0059542,,,
0,12000,-7034.5,0.0039646,0.40143,-2.9496,0.0063589,,,
0,12000,-6206.9,0.0093812,0.40143,-2.9496,0.0067358,,,
0,12000,-5379.3,0.0062761,0.40143,-2.9496,0.0070683,,,
0,12000,-4551.7,0.017387,0.40143,-2.9496,0.0073392,,,
0,12000,-3724.1,0.0080639,0.40143,-2.9496,0.0075329,,,
0,12000,-2896.6,0.0057785,0.40143,-2.9496,0.0076366,,,
0,12000,-2069,0.014071,0.40143,-2.9496,0.0076426,,,
0,12000,-1241.4,0.015281,0.40143,-2.9496,0.0075491,,,
0,12000,-413.79,0.012298,0.40143,-2.9496,0.007361,,,
0,12000,413.79,0.0090396,0.40143,-2.9496,0.0070885,,,
0,12000,1241.4,0.010849,0.40143,-2.9496,0.0067464,,,
0,12000,2069,0.0090796,0.40143,-2.9496,0.0063523,,,
0,12000,2896.6,0.0046557,0.40143,-2.9496,0.0059239,,,
0,12000,3724.1,0.003203,0.40143,-2.9496,0.0054783,,,
0,12000,4551.7,-0.00070906,0.40143,-2.9496,0.0050302,,,
0,12000,5379.3,0.0055889,0.40143,-2.9496,0.0045915,,,
0,12000,6206.9,-0.0037533,0.40143,-2.9496,0.004171,,,
0,12000,7034.5,-0.0018686,0.40143,-2.9496,0.003775,,,
0,12000,7862.1,-0.00044402,0.40143,-2.9496,0.0034071,,,
0,12000,8689.7,0.0016083,0.40143,-2.9496,0.003069,,,
0,12000,9517.2,-0.00084256,0.40143,-2.9496,0.0027609,,,
0,12000,10345,-0.0036986,0.40143,-2.9496,0.0024821,,,
0,12000,11172,0.0012232,0.40143,-2.9496,0.0022311,,,
0,12000,12000,0.0072625,0.40143,-2.9496,0.002006,,,
